Date,Adj Close (TSLA),Adj Close (SEDG),Close (TSLA),Close (SEDG) ,High (TSLA),High (SEDG),Low (TSLA),Low (SEDG),Open (TSLA),Open (SEDG),Volume (TSLA),Volume (SEDG)
3/30/2020,100.4260025,81.63999939,100.4260025,81.63999939,103.3300018,84.98000336,98.2460022,80.66999817,102.052002,82.90000153,59990500,1195200
3/31/2020,104.8000031,81.87999725,104.8000031,81.87999725,108.5920029,85.33000183,99.40000153,80.30999756,100.25,82.19999695,88857500,1049700
4/1/2020,96.31199646,78.81999969,96.31199646,78.81999969,102.7900009,81,95.01999664,78,100.8000031,79.19999695,66766000,889600
4/2/2020,90.89399719,76.97000122,90.89399719,76.97000122,98.85199738,79.26000214,89.27999878,73.62999725,96.20600128,76.08999634,99292000,1124200
4/3/2020,96.0019989,74.48000336,96.0019989,74.48000336,103.0979996,77,93.6780014,72.80000305,101.9000015,76,22562100,1161300
4/6/2020,103.2480011,85.15000153,103.2480011,85.15000153,104.1999969,85.97000122,99.59200287,78.36000061,102.2399979,78.36000061,14901800,1166000
4/7/2020,109.0899963,88.80000305,109.0899963,88.80000305,113,94.72499847,106.4680023,87.79000092,109,91.16899872,17919800,1418700
4/8/2020,109.7679977,93.06999969,109.7679977,93.06999969,111.4420013,93.76000214,106.6660004,88.83000183,110.8399963,90.73999786,12656000,813200
4/9/2020,114.5999985,96.63999939,114.5999985,96.63999939,115.0360031,100.9599991,111.4219971,94.05000305,112.4179993,95.19000244,13650000,1014400
4/13/2020,130.1900024,92.20999908,130.1900024,92.20999908,130.3999939,97,116.1060028,89.26999664,118.0319977,96.5,22475400,860100
4/14/2020,141.9779968,98.68000031,141.9779968,98.68000031,148.3760071,99.79000092,138.4859924,94.5,139.7940063,96,30576500,757800
4/15/2020,145.9660034,92.01000214,145.9660034,92.01000214,150.6260071,95.88999939,142,90.26000214,148.3999939,95.30000305,23577000,956300
4/16/2020,149.0420074,94.98999786,149.0420074,94.98999786,151.8899994,95.69000244,141.3439941,92.5,143.3880005,94.30000305,20657900,838500
4/17/2020,150.7779999,97.09999847,150.7779999,97.09999847,154.9900055,100.8499985,149.5319977,95.5,154.4559937,99.58999634,13128200,1101500
4/20/2020,149.2720032,93.66000366,149.2720032,93.66000366,153.1139984,99.54000092,142.4420013,93.40000153,146.5399933,94.58000183,14746600,809000
4/21/2020,137.3439941,86.69000244,137.3439941,86.69000244,150.6660004,94,134.7579956,85.69000244,146.0240021,91.72000122,20209100,1250700
4/22/2020,146.4219971,95.51000214,146.4219971,95.51000214,146.8000031,96.38800049,137.7420044,89.98999786,140.7960052,90,14224800,698300
4/23/2020,141.1260071,100.6999969,141.1260071,100.6999969,146.8000031,104.5699997,140.6260071,96.66999817,145.5200043,97.33000183,13236700,1335300
4/24/2020,145.0299988,100.7300034,145.0299988,100.7300034,146.1459961,102.1149979,139.6360016,98,142.1620026,101.0199966,13237600,973200
4/27/2020,159.75,104.6900024,159.75,104.6900024,159.897995,105.5,147,101.0100021,147.5220032,102.5500031,20681400,761400
4/28/2020,153.8240051,109.7900009,153.8240051,109.7900009,161,111.8399963,151.3379974,106.5899963,159.128006,107.8899994,15222000,1057600
4/29/2020,160.102005,122.4199982,160.102005,122.4199982,160.6399994,122.7799988,156.6320038,111,158.0339966,112.1900024,16216000,1604400
4/30/2020,156.3760071,111.5899963,156.3760071,111.5899963,173.9640045,120.6299973,152.6999969,111,171.0379944,116.8600006,28471900,1108600
5/1/2020,140.2640076,104.9599991,140.2640076,104.9599991,154.5540009,110,136.6080017,103.0250015,151,107.1200027,32531800,999300
5/4/2020,152.2380066,107.1399994,152.2380066,107.1399994,152.3999939,107.3799973,139.6000061,101.1900024,140.1999969,103.3799973,19237100,899200
5/5/2020,153.6419983,107.8600006,153.6419983,107.8600006,159.7839966,113.8499985,152.4360046,107.4199982,157.9579926,112.2799988,16991700,1018300
5/6/2020,156.5160065,125.75,156.5160065,125.75,157.9600067,126.8899994,152.2220001,112,155.3000031,113.3099976,11123200,2718100
5/7/2020,156.0079956,109.7399979,156.0079956,109.7399979,159.2799988,116.8799973,154.4700012,105,155.4420013,109.25,11527700,3795700
5/8/2020,163.8840027,118.3199997,163.8840027,118.3199997,164.8000031,119.8199997,157.4019928,109.1200027,158.7539978,110.8099976,16130100,1471100
5/11/2020,162.2579956,122.9400024,162.2579956,122.9400024,164.8000031,123.1999969,157,114.5599976,158.102005,116,16519600,1118000
5/12/2020,161.8820038,121,161.8820038,121,168.6580048,129.1799927,161.6000061,120.9700012,165.3999939,124.2699966,15906900,1354100
5/13/2020,158.1920013,117.7300034,158.1920013,117.7300034,165.1999969,123.4700012,152.6600037,113.7300034,164.1660004,121.7699966,19065500,1012700
5/14/2020,160.6660004,119.4800034,160.6660004,119.4800034,160.6719971,119.6699982,152.8000031,112,156,113.0500031,13682200,894500
5/15/2020,159.8339996,120.4400024,159.8339996,120.4400024,161.0099945,121.5699997,157.3099976,115.5,158.0700073,116.0899963,10500700,525800
5/18/2020,162.7259979,128,162.7259979,128,166.9440002,128.8600006,160.776001,124.3499985,165.5559998,127.5,58490500,928700
5/19/2020,161.602005,134.8600006,161.602005,134.8600006,164.4140015,137.25,161.2160034,127.9850006,163.0339966,128.5299988,48182500,1744900
5/20/2020,163.1119995,137.25,163.1119995,137.25,165.1999969,141.4499969,162.3600006,134.5099945,164.1000061,139.3699951,36546500,1443300
5/21/2020,165.5200043,136.5099945,165.5200043,136.5099945,166.5,140.3000031,159.1999969,132.5099945,163.1999969,136.1499939,61273000,1261200
5/22/2020,163.3760071,130.3899994,163.3760071,130.3899994,166.3560028,137.5,162.3999939,129.8699951,164.4340057,136.6999969,49937500,638700
5/26/2020,163.7740021,136.5399933,163.7740021,136.5399933,166.9199982,138.7579956,163.1419983,134.5299988,166.8999939,135.5,40448500,881800
5/27/2020,164.0460052,137.2400055,164.0460052,137.2400055,165.5420074,138.0700073,157,127.2200012,164.1719971,137.7899933,57747500,755500
5/28/2020,161.1620026,135.2899933,161.1620026,135.2899933,164.9499969,143.2899933,160.3379974,132.7899933,162.7019958,136.0800018,36278000,746800
5/29/2020,167,141.8999939,167,141.8999939,167,142.3800049,160.8419952,133.25,161.75,134.7599945,59062500,1010200
6/1/2020,179.6199951,150.6999969,179.6199951,150.6999969,179.8000031,151.4900055,170.8200073,138.5099945,171.6000061,138.7100067,74697500,1198700
6/2/2020,176.3119965,148.9700012,176.3119965,148.9700012,181.7319946,152.9250031,174.1999969,145,178.9400024,150.25,67828000,863600
6/3/2020,176.5919952,150.5899963,176.5919952,150.5899963,179.5879974,151.8600006,176.0200043,146.5,177.6239929,150.25,39747500,1036000
6/4/2020,172.8760071,142.3999939,172.8760071,142.3999939,179.1499939,149.5700073,171.6880035,141.0500031,177.9759979,149.0899963,44438500,1159500
6/5/2020,177.1320038,148.2799988,177.1320038,148.2799988,177.3040009,151.6499939,173.2400055,143.3200073,175.5679932,146.8800049,39059500,1343200
6/8/2020,189.9839935,150.8899994,189.9839935,150.8899994,190,151.6799927,181.8320007,146.5200043,183.8000031,150.0399933,70873500,695400
6/9/2020,188.1340027,148.8399963,188.1340027,148.8399963,190.8880005,150.9100037,184.7859955,145.8000031,188.0019989,149.1000061,56941000,572400
6/10/2020,205.0099945,147.3699951,205.0099945,147.3699951,205.4960022,150.4799957,196.5,144,198.3760071,150.0500031,92817000,737700
6/11/2020,194.5679932,138.6900024,194.5679932,138.6900024,203.7920074,144.4730072,194.3999939,136.8200073,198.0399933,139.6600037,79582500,1138500
6/12/2020,187.0559998,142.0500031,187.0559998,142.0500031,197.595993,147.4499969,182.5200043,138.6999969,196,145.0700073,83817000,788500
6/15/2020,198.1799927,148.1999969,198.1799927,148.1999969,199.7680054,148.8399963,181.6999969,135.2200012,183.5579987,135.2299957,78486000,744800
6/16/2020,196.4259949,153.1000061,196.4259949,153.1000061,202.576004,156.9199982,192.4779968,149.7299957,202.3699951,151.6399994,70255500,1030200
6/17/2020,198.3580017,145.2700043,198.3580017,145.2700043,201,154.75,196.5140076,143.8300018,197.5420074,154,49454000,1586600
6/18/2020,200.7920074,151,200.7920074,151,203.8399963,151.5399933,198.8939972,145.8249969,200.6000061,146.0299988,48759500,831800
6/19/2020,200.1799927,153.6000061,200.1799927,153.6000061,203.1940002,156.2400055,198.2680054,151.3099976,202.5559998,152.2700043,43398500,1148400
6/22/2020,198.8639984,152.9799957,198.8639984,152.9799957,201.776001,155.2400055,198.0039978,147.8999939,199.9900055,153.8699951,31812000,899100
6/23/2020,200.3560028,151.3399963,200.3560028,151.3399963,202.3999939,155.8899994,198.802002,150.6999969,199.776001,155.25,31826500,637500
6/24/2020,192.1699982,148.4799957,192.1699982,148.4799957,200.1759949,153.3300018,190.628006,145.8350067,198.8220062,150,54798000,871800
6/25/2020,197.1959991,137.1750031,197.1959991,137.1750031,197.1959991,144.7400055,187.4299927,134.0700073,190.8540039,144.3000031,46272500,1748300
6/26/2020,191.947998,129.5299988,191.947998,129.5299988,199,138.7899933,190.973999,127.1900024,198.9559937,138.4499969,44274500,4649900
6/29/2020,201.8699951,137.0599976,201.8699951,137.0599976,202,137.7299957,189.7039948,129.9299927,193.802002,129.9700012,45132000,1182700
6/30/2020,215.9620056,138.7799988,215.9620056,138.7799988,217.5379944,139.2799988,200.7460022,136.0050049,201.3000031,136.3899994,84592500,805100
7/1/2020,223.9259949,141.3899994,223.9259949,141.3899994,227.0659943,142.4900055,216.1000061,135.9649963,216.6000061,139.25,66634500,802700
7/2/2020,241.7319946,143.1100006,241.7319946,143.1100006,245.6000061,144.75,237.1199951,140.1900024,244.2960052,143.8099976,86250500,740800
7/6/2020,274.3160095,148.8800049,274.3160095,148.8800049,275.5580139,149.0700073,253.2079926,144.8399963,255.3379974,146,102849500,1096400
7/7/2020,277.9719849,146.5700073,277.9719849,146.5700073,285.8999939,151.3200073,267.3420105,146.3300018,281.0020142,148.5599976,107448500,854200
7/8/2020,273.1759949,157.9199982,273.1759949,157.9199982,283.4519958,158,262.2680054,147.2899933,281,148.5299988,81556500,1342500
7/9/2020,278.8559875,157.1699982,278.8559875,157.1699982,281.7120056,159.5480042,270.256012,150.6999969,279.3980103,159,58588000,793100
7/10/2020,308.9299927,159.4400024,308.9299927,159.4400024,309.7839966,159.6999969,275.2019958,154.0599976,279.2000122,157.0299988,116688000,628100
7/13/2020,299.4119873,154.6799927,299.4119873,154.6799927,358.9979858,167.4299927,294.2219849,154.2899933,331.7999878,160.8500061,194927000,1174200
7/14/2020,303.3599854,168.1999969,303.3599854,168.1999969,318,168.6199951,286.2000122,151.75,311.2000122,153.4700012,117090500,1094500
7/15/2020,309.2019958,174.8500061,309.2019958,174.8500061,310,175.1399994,291.3999939,168.1199951,308.6000061,170.6399994,81839000,1127200
7/16/2020,300.1279907,164.75,300.1279907,164.75,306.3420105,171.6889954,293.2000122,163.1900024,295.4320068,169.3000031,71504000,1160700
7/17/2020,300.1679993,171.5800018,300.1679993,171.5800018,307.5020142,172.6499939,298,165,302.6900024,166.9600067,46650000,930800
7/20/2020,328.6000061,176.3000031,328.6000061,176.3000031,330,177.2200012,297.6000061,171.0700073,303.802002,171.2899933,85607000,999900
7/21/2020,313.6719971,170.3800049,313.6719971,170.3800049,335,178.3000031,311.6000061,168.3009949,327.9859924,177.5,80786500,1179900
7/22/2020,318.4660034,175.6499939,318.4660034,175.6499939,325.2839966,178.0850067,312.3999939,170.2200012,319.7999878,171.6199951,70805500,1287600
7/23/2020,302.6140137,176.2899933,302.6140137,176.2899933,337.7999878,181.8049927,296.1539917,172.0099945,335.7900085,175.0099945,121642500,997400
7/24/2020,283.3999939,171.6000061,283.3999939,171.6000061,293,173.6900024,273.3080139,164.1170044,283.2019958,172.2599945,96983000,1001900
7/27/2020,307.9200134,180.7400055,307.9200134,180.7400055,309.5880127,180.9900055,282.6000061,174.0099945,287,175.6600037,80243500,1098000
7/28/2020,295.2980042,170.5399933,295.2980042,170.5399933,312.9400024,178.7149963,294.8840027,169.6999969,300.7999878,178.5,79043500,991300
7/29/2020,299.821991,176.7599945,299.821991,176.7599945,306.9620056,179.8999939,297.3999939,171.875,300.2000122,173.0099945,47134500,781100
7/30/2020,297.4979858,175.2599945,297.4979858,175.2599945,302.6480103,176.6100006,294.2000122,172.5200043,297.6000061,173.8300018,38105000,428900
7/31/2020,286.1520081,175.1000061,286.1520081,175.1000061,303.4100037,177.8500061,284.1960144,173.2350006,303,177.1499939,61235000,640500
8/3/2020,297,173.5599976,297,173.5599976,301.9620056,174.4750061,288.8760071,162.6000061,289.8399963,172.6649933,44046500,1274300
8/4/2020,297.3999939,196.1499939,297.3999939,196.1499939,305.4819946,209.3869934,292.3999939,187.3399963,299.0020142,187.8000031,42075000,3438800
8/5/2020,297.0039978,216.0599976,297.0039978,216.0599976,299.9679871,221.25,293.6619873,195.0099945,298.5979919,199.7100067,24890000,2017600
8/6/2020,297.9159851,206.3200073,297.9159851,206.3200073,303.4620056,217.5899963,295.4519958,201,298.1659851,214.1999969,29961500,1960100
8/7/2020,290.5419922,211.4700012,290.5419922,211.4700012,299.9500122,215.3500061,283.0020142,204.8000031,299.9079895,204.8000031,44482000,997700
8/10/2020,283.7139893,211.5,283.7139893,211.5,291.5,218.9799957,277.1679993,206.5399933,289.6000061,212.5,37611500,690400
8/11/2020,274.8779907,204.0800018,274.8779907,204.0800018,284,212.75,273,202.8600006,279.2000122,211.6049957,43129000,808200
8/12/2020,310.9519958,215.1799927,310.9519958,215.1799927,317,217.7200012,287,206.2700043,294,207.6300049,109494000,802300
8/13/2020,324.2000122,225.1799927,324.2000122,225.1799927,330.2359924,229.4499969,313.4519958,216.2599945,322.2000122,216.8249969,102126500,1224300
8/14/2020,330.1419983,219.2100067,330.1419983,219.2100067,333.7600098,229.4900055,325.3280029,217.4700012,332.9979858,226.0599976,62888000,729300
8/17/2020,367.1279907,219.3300018,367.1279907,219.3300018,369.1719971,225.3200073,334.5660095,216.6900024,335.3999939,222.2899933,101211500,986000
8/18/2020,377.4179993,219.0200043,377.4179993,219.0200043,384.7799988,221.8399963,369.0220032,215.2559967,379.7980042,219.5599976,82372500,674800
8/19/2020,375.7059937,220.7100067,375.7059937,220.7100067,382.2000122,223.9499969,368.2420044,219.0099945,373,219.9700012,61026500,578600
8/20/2020,400.3659973,217.1999969,400.3659973,217.1999969,404.3980103,220.4299927,371.4119873,215.9400024,372.1359863,219.8500061,103059000,535500
8/21/2020,409.9960022,213.2899933,409.9960022,213.2899933,419.0979919,218.8600006,405.0100098,212.2120056,408.9519958,217.8000031,107448000,704600
8/24/2020,402.8399963,210.8399963,402.8399963,210.8399963,425.7999878,218.1499939,385.5039978,209.0899963,425.256012,216.0099945,100318000,718400
8/25/2020,404.6679993,213.1600037,404.6679993,213.1600037,405.5899963,214.0599976,393.6000061,208.2599945,394.9779968,211.7599945,53294500,1009900
8/26/2020,430.6340027,214.9199982,430.6340027,214.9199982,433.2000122,219.1900024,410.7260132,209.6199951,412,213.4499969,71197000,667000
8/27/2020,447.75,210.4400024,447.75,210.4400024,459.1199951,216.8200073,428.5,209.3300018,436.0920105,215.5,118465000,797100
8/28/2020,442.6799927,221.1900024,442.6799927,221.1900024,463.697998,223.1600037,437.3039856,210.6499939,459.0239868,210.6499939,100406000,655800
8/31/2020,498.3200073,221.1499939,498.3200073,221.1499939,500.1400146,227.9400024,440.1099854,220.6600037,444.6099854,224.0500031,118374400,860500
9/1/2020,475.0499878,223.7599945,475.0499878,223.7599945,502.4899902,224,470.5100098,216.0099945,502.1400146,222.0299988,90119400,998900
9/2/2020,447.3699951,220.3300018,447.3699951,220.3300018,479.0400085,227.2539978,405.1199951,214.4900055,478.9899902,224.5200043,96176100,680100
9/3/2020,407,195.4499969,407,195.4499969,431.7999878,216.2700043,402,192.970993,407.230011,215.6600037,87596100,1679800
9/4/2020,418.3200073,194.6100006,418.3200073,194.6100006,428,198.5549927,372.019989,181.25,402.8099976,196.9499969,110321900,1550800
9/8/2020,330.2099915,189.0500031,330.2099915,189.0500031,368.7399902,193.5870056,329.8800049,182.0599976,356,190.0160065,115465700,1424300
9/9/2020,366.2799988,193.5599976,366.2799988,193.5599976,369,196.5,341.5100098,189.3800049,356.6000061,194.3200073,79465800,640900
9/10/2020,371.3399963,187,371.3399963,187,398.9899902,198.4600067,360.5599976,185.1799927,386.2099915,195.6100006,84930600,737700
9/11/2020,372.7200012,183.9600067,372.7200012,183.9600067,382.5,191.1900024,360.5,181.0099945,381.9400024,188.75,60717500,655900
9/14/2020,419.6199951,196.1199951,419.6199951,196.1199951,420,196.7700043,373.2999878,186.9700012,380.9500122,187.7100067,83020600,763100
9/15/2020,449.7600098,199,449.7600098,199,461.9400024,202.4299927,430.7000122,195.6600037,436.5599976,200.9400024,97298200,655100
9/16/2020,441.7600098,201.7599945,441.7600098,201.7599945,457.7900085,206.7799988,435.3099976,200,439.8699951,201.1900024,72279300,828800
9/17/2020,423.4299927,187.0299988,423.4299927,187.0299988,437.7900085,193.3899994,408,184.3300018,415.6000061,193.3899994,76779200,1039100
9/18/2020,442.1499939,186.2100067,442.1499939,186.2100067,451,192,428.7999878,180.3099976,447.9400024,190,86406800,1428600
9/21/2020,449.3900146,190.4100037,449.3900146,190.4100037,455.6799927,191,407.0700073,179.1690063,453.1300049,180.7299957,109476800,754600
9/22/2020,424.230011,185.1999969,424.230011,185.1999969,437.7600098,189.5,417.6000061,178.3200073,429.6000061,184.5,79580800,2629900
9/23/2020,380.3599854,189.4400024,380.3599854,189.4400024,412.1499939,196.5099945,375.8800049,187.8999939,405.1600037,189.3999939,95074200,1871800
9/24/2020,387.7900085,191.7299957,387.7900085,191.7299957,399.5,193.9799957,351.2999878,180.875,363.7999878,186.8899994,96561100,964900
9/25/2020,407.3399963,200.9600067,407.3399963,200.9600067,408.730011,202.6999969,391.2999878,191.9900055,393.4700012,192.8999939,67208500,996500
9/28/2020,421.2000122,218.2899933,421.2000122,218.2899933,428.0799866,219,415.5499878,204.5500031,424.6199951,205.1300049,49719600,1415600
9/29/2020,419.0700073,231.5,419.0700073,231.5,428.5,231.8289948,411.6000061,219,416,219,50219300,1572300
9/30/2020,429.0100098,238.3500061,429.0100098,238.3500061,433.9299927,245.7799988,420.4700012,228.1000061,421.3200073,233.4499969,48145600,1580700
10/1/2020,448.1600037,248.8699951,448.1600037,248.8699951,448.8800049,249.7299957,434.4200134,235.2200012,440.7600098,243,50741500,1351700
10/2/2020,415.0899963,251.5800018,415.0899963,251.5800018,439.1300049,257.25,415,239.5,421.3900146,240.6000061,71430000,1318500
10/5/2020,425.6799927,272.5899963,425.6799927,272.5899963,433.6400146,272.6300049,419.3299866,257.0100098,423.3500061,258.4500122,44722800,1399000
10/6/2020,413.980011,271.8699951,413.980011,271.8699951,428.7799988,275.8500061,406.0499878,262.3999939,423.7900085,273.6700134,49146300,1964600
10/7/2020,425.2999878,305.1499939,425.2999878,305.1499939,429.8999939,308.1700134,413.8500061,276.5700073,419.8699951,278.980011,43127700,2194800
10/8/2020,425.9200134,289,425.9200134,289,439,314,425.2999878,278.5599976,438.4400024,311,40421100,3179800
10/9/2020,434,305.3500061,434,305.3500061,434.5899963,311.2420044,426.4599915,286.7099915,430.1300049,292,28925700,1848400
10/12/2020,442.2999878,297.9400024,442.2999878,297.9400024,448.7399902,311.5960083,438.5799866,288,442,310,38791100,1870300
10/13/2020,446.6499939,299.6499939,446.6499939,299.6499939,448.8900146,302.2399902,436.6000061,289.5,443.3500061,295.8900146,34463700,1350300
10/14/2020,461.2999878,304.519989,461.2999878,304.519989,465.8999939,308.7369995,447.3500061,294.0299988,449.7799988,300,48045400,1351100
10/15/2020,448.8800049,302.5,448.8800049,302.5,456.5700073,305.3399963,442.5,290,450.3099976,298,35672400,1139600
10/16/2020,439.6700134,302.019989,439.6700134,302.019989,455.9500122,315.4299927,438.8500061,300.0499878,454.4400024,310,32775900,1691300
10/19/2020,430.8299866,309.1000061,430.8299866,309.1000061,447,316.7820129,428.8699951,300.7200012,446.2399902,304.4899902,36287800,1162500
10/20/2020,421.9400024,309.7999878,421.9400024,309.7999878,431.75,317.8800049,419.0499878,303.4400024,431.75,313.3299866,31656300,1583600
10/21/2020,422.6400146,279.5899963,422.6400146,279.5899963,432.9500122,312.9500122,421.25,278.6319885,422.7000122,310.9400024,32370500,1948400
10/22/2020,425.7900085,280.3900146,425.7900085,280.3900146,445.230011,287.5,424.5100098,268.4299927,441.9200134,282.2900085,39993200,1883900
10/23/2020,420.6300049,282.8800049,420.6300049,282.8800049,422.8900146,293.5,407.3800049,278.3200073,421.8399963,287.0499878,33717000,912500
10/26/2020,420.2799988,273,420.2799988,273,425.7600098,285.7399902,410,265.0899963,411.6300049,276.019989,28239200,1158800
10/27/2020,424.6799927,261.8399963,424.6799927,261.8399963,430.5,275.269989,420.1000061,255.4299927,423.7600098,269.8200073,22686500,1815100
10/28/2020,406.019989,263.8299866,406.019989,263.8299866,418.6000061,269.8699951,406,254.6900024,416.480011,260,25451400,1336400
10/29/2020,410.8299866,270.0899963,410.8299866,270.0899963,418.0599976,275.3800049,406.4599915,266,409.9599915,267,22655300,1099500
10/30/2020,388.0400085,257.6900024,388.0400085,257.6900024,407.5899963,268.9299927,379.1099854,251.0200043,406.8999939,266.5,42511300,1232700
11/2/2020,400.5100098,267.7200012,400.5100098,267.7200012,406.980011,275.9700012,392.2999878,261.0799866,394,262.5,29021100,1805500
11/3/2020,423.8999939,206.3699951,423.8999939,206.3699951,427.769989,217.9700012,406.6900024,201.5599976,409.730011,213.0899963,34351700,8792700
